Id,rf_auto_0,rf_manual_0,ad_linear_0,ad_sqr_0,ad_exp_0,gbr_0,et_auto_0,et_manual_0,svr_rbf_0,svr_sigmoid_0,xgbr_0,rf_auto_1,rf_manual_1,ad_linear_1,ad_sqr_1,ad_exp_1,gbr_1,et_auto_1,et_manual_1,svr_rbf_1,svr_sigmoid_1,xgbr_1,rf_auto_2,rf_manual_2,ad_linear_2,ad_sqr_2,ad_exp_2,gbr_2,et_auto_2,et_manual_2,svr_rbf_2,svr_sigmoid_2,xgbr_2,rf_auto_3,rf_manual_3,ad_linear_3,ad_sqr_3,ad_exp_3,gbr_3,et_auto_3,et_manual_3,svr_rbf_3,svr_sigmoid_3,xgbr_3,rf_auto_4,rf_manual_4,ad_linear_4,ad_sqr_4,ad_exp_4,gbr_4,et_auto_4,et_manual_4,svr_rbf_4,svr_sigmoid_4,xgbr_4,rf_auto_5,rf_manual_5,ad_linear_5,ad_sqr_5,ad_exp_5,gbr_5,et_auto_5,et_manual_5,svr_rbf_5,svr_sigmoid_5,xgbr_5,rf_auto_6,rf_manual_6,ad_linear_6,ad_sqr_6,ad_exp_6,gbr_6,et_auto_6,et_manual_6,svr_rbf_6,svr_sigmoid_6,xgbr_6,rf_auto_7,rf_manual_7,ad_linear_7,ad_sqr_7,ad_exp_7,gbr_7,et_auto_7,et_manual_7,svr_rbf_7,svr_sigmoid_7,xgbr_7,rf_auto_8,rf_manual_8,ad_linear_8,ad_sqr_8,ad_exp_8,gbr_8,et_auto_8,et_manual_8,svr_rbf_8,svr_sigmoid_8,xgbr_8,rf_auto_9,rf_manual_9,ad_linear_9,ad_sqr_9,ad_exp_9,gbr_9,et_auto_9,et_manual_9,svr_rbf_9,svr_sigmoid_9,xgbr_9,SalePrice
158,273452.75868,272701.268,259032.235632,260212.369658,254985.428571,284826.400749,269500.0,268861.105833,167952.898342,170173.079566,267610.03125,273452.75868,272701.268,259032.235632,260212.369658,254985.428571,284826.400749,269500.0,268861.105833,167952.898342,170173.079566,267610.03125,273452.75868,272701.268,259032.235632,260212.369658,254985.428571,284826.400749,269500.0,268861.105833,167952.898342,170173.079566,267610.03125,273452.75868,272701.268,259032.235632,260212.369658,254985.428571,284826.400749,269500.0,268861.105833,167952.898342,170173.079566,267610.03125,273452.75868,272701.268,259032.235632,260212.369658,254985.428571,284826.400749,269500.0,268861.105833,167952.898342,170173.079566,267610.03125,273452.75868,272701.268,259032.235632,260212.369658,254985.428571,284826.400749,269500.0,268861.105833,167952.898342,170173.079566,267610.03125,273452.75868,272701.268,259032.235632,260212.369658,254985.428571,284826.400749,269500.0,268861.105833,167952.898342,170173.079566,267610.03125,273452.75868,272701.268,259032.235632,260212.369658,254985.428571,284826.400749,269500.0,268861.105833,167952.898342,170173.079566,267610.03125,273452.75868,272701.268,259032.235632,260212.369658,254985.428571,284826.400749,269500.0,268861.105833,167952.898342,170173.079566,267610.03125,273452.75868,272701.268,259032.235632,260212.369658,254985.428571,284826.400749,269500.0,268861.105833,167952.898342,170173.079566,267610.03125,269500
159,243168.282798,249082.444,241078.012579,245105.109005,245418.415493,240896.269941,254900.0,253512.770128,169103.734209,168531.129459,249292.4375,243168.282798,249082.444,241078.012579,245105.109005,245418.415493,240896.269941,254900.0,253512.770128,169103.734209,168531.129459,249292.4375,243168.282798,249082.444,241078.012579,245105.109005,245418.415493,240896.269941,254900.0,253512.770128,169103.734209,168531.129459,249292.4375,243168.282798,249082.444,241078.012579,245105.109005,245418.415493,240896.269941,254900.0,253512.770128,169103.734209,168531.129459,249292.4375,243168.282798,249082.444,241078.012579,245105.109005,245418.415493,240896.269941,254900.0,253512.770128,169103.734209,168531.129459,249292.4375,243168.282798,249082.444,241078.012579,245105.109005,245418.415493,240896.269941,254900.0,253512.770128,169103.734209,168531.129459,249292.4375,243168.282798,249082.444,241078.012579,245105.109005,245418.415493,240896.269941,254900.0,253512.770128,169103.734209,168531.129459,249292.4375,243168.282798,249082.444,241078.012579,245105.109005,245418.415493,240896.269941,254900.0,253512.770128,169103.734209,168531.129459,249292.4375,243168.282798,249082.444,241078.012579,245105.109005,245418.415493,240896.269941,254900.0,253512.770128,169103.734209,168531.129459,249292.4375,243168.282798,249082.444,241078.012579,245105.109005,245418.415493,240896.269941,254900.0,253512.770128,169103.734209,168531.129459,249292.4375,254900
160,297140.496377,300380.444,259736.835052,253534.010417,260529.588563,280810.587936,320000.0,313569.743333,163948.11902,170854.120984,316324.34375,297140.496377,300380.444,259736.835052,253534.010417,260529.588563,280810.587936,320000.0,313569.743333,163948.11902,170854.120984,316324.34375,297140.496377,300380.444,259736.835052,253534.010417,260529.588563,280810.587936,320000.0,313569.743333,163948.11902,170854.120984,316324.34375,297140.496377,300380.444,259736.835052,253534.010417,260529.588563,280810.587936,320000.0,313569.743333,163948.11902,170854.120984,316324.34375,297140.496377,300380.444,259736.835052,253534.010417,260529.588563,280810.587936,320000.0,313569.743333,163948.11902,170854.120984,316324.34375,297140.496377,300380.444,259736.835052,253534.010417,260529.588563,280810.587936,320000.0,313569.743333,163948.11902,170854.120984,316324.34375,297140.496377,300380.444,259736.835052,253534.010417,260529.588563,280810.587936,320000.0,313569.743333,163948.11902,170854.120984,316324.34375,297140.496377,300380.444,259736.835052,253534.010417,260529.588563,280810.587936,320000.0,313569.743333,163948.11902,170854.120984,316324.34375,297140.496377,300380.444,259736.835052,253534.010417,260529.588563,280810.587936,320000.0,313569.743333,163948.11902,170854.120984,316324.34375,297140.496377,300380.444,259736.835052,253534.010417,260529.588563,280810.587936,320000.0,313569.743333,163948.11902,170854.120984,316324.34375,320000
161,164476.798687,162601.8,154846.012626,146335.983871,162388.391608,159688.210836,162500.0,162734.391926,161215.60079,161965.929522,164405.0625,164476.798687,162601.8,154846.012626,146335.983871,162388.391608,159688.210836,162500.0,162734.391926,161215.60079,161965.929522,164405.0625,164476.798687,162601.8,154846.012626,146335.983871,162388.391608,159688.210836,162500.0,162734.391926,161215.60079,161965.929522,164405.0625,164476.798687,162601.8,154846.012626,146335.983871,162388.391608,159688.210836,162500.0,162734.391926,161215.60079,161965.929522,164405.0625,164476.798687,162601.8,154846.012626,146335.983871,162388.391608,159688.210836,162500.0,162734.391926,161215.60079,161965.929522,164405.0625,164476.798687,162601.8,154846.012626,146335.983871,162388.391608,159688.210836,162500.0,162734.391926,161215.60079,161965.929522,164405.0625,164476.798687,162601.8,154846.012626,146335.983871,162388.391608,159688.210836,162500.0,162734.391926,161215.60079,161965.929522,164405.0625,164476.798687,162601.8,154846.012626,146335.983871,162388.391608,159688.210836,162500.0,162734.391926,161215.60079,161965.929522,164405.0625,164476.798687,162601.8,154846.012626,146335.983871,162388.391608,159688.210836,162500.0,162734.391926,161215.60079,161965.929522,164405.0625,164476.798687,162601.8,154846.012626,146335.983871,162388.391608,159688.210836,162500.0,162734.391926,161215.60079,161965.929522,164405.0625,162500
162,410181.382075,401454.368,447434.053619,432109.968935,440006.925926,408108.9105,412500.0,405606.024444,170306.244134,171888.084048,409568.53125,410181.382075,401454.368,447434.053619,432109.968935,440006.925926,408108.9105,412500.0,405606.024444,170306.244134,171888.084048,409568.53125,410181.382075,401454.368,447434.053619,432109.968935,440006.925926,408108.9105,412500.0,405606.024444,170306.244134,171888.084048,409568.53125,410181.382075,401454.368,447434.053619,432109.968935,440006.925926,408108.9105,412500.0,405606.024444,170306.244134,171888.084048,409568.53125,410181.382075,401454.368,447434.053619,432109.968935,440006.925926,408108.9105,412500.0,405606.024444,170306.244134,171888.084048,409568.53125,410181.382075,401454.368,447434.053619,432109.968935,440006.925926,408108.9105,412500.0,405606.024444,170306.244134,171888.084048,409568.53125,410181.382075,401454.368,447434.053619,432109.968935,440006.925926,408108.9105,412500.0,405606.024444,170306.244134,171888.084048,409568.53125,410181.382075,401454.368,447434.053619,432109.968935,440006.925926,408108.9105,412500.0,405606.024444,170306.244134,171888.084048,409568.53125,410181.382075,401454.368,447434.053619,432109.968935,440006.925926,408108.9105,412500.0,405606.024444,170306.244134,171888.084048,409568.53125,410181.382075,401454.368,447434.053619,432109.968935,440006.925926,408108.9105,412500.0,405606.024444,170306.244134,171888.084048,409568.53125,412500
163,224482.708422,226639.924,278400.258065,288455.148352,262326.911765,237980.19934,220000.0,220122.576557,168637.004818,168631.462736,229881.375,224482.708422,226639.924,278400.258065,288455.148352,262326.911765,237980.19934,220000.0,220122.576557,168637.004818,168631.462736,229881.375,224482.708422,226639.924,278400.258065,288455.148352,262326.911765,237980.19934,220000.0,220122.576557,168637.004818,168631.462736,229881.375,224482.708422,226639.924,278400.258065,288455.148352,262326.911765,237980.19934,220000.0,220122.576557,168637.004818,168631.462736,229881.375,224482.708422,226639.924,278400.258065,288455.148352,262326.911765,237980.19934,220000.0,220122.576557,168637.004818,168631.462736,229881.375,224482.708422,226639.924,278400.258065,288455.148352,262326.911765,237980.19934,220000.0,220122.576557,168637.004818,168631.462736,229881.375,224482.708422,226639.924,278400.258065,288455.148352,262326.911765,237980.19934,220000.0,220122.576557,168637.004818,168631.462736,229881.375,224482.708422,226639.924,278400.258065,288455.148352,262326.911765,237980.19934,220000.0,220122.576557,168637.004818,168631.462736,229881.375,224482.708422,226639.924,278400.258065,288455.148352,262326.911765,237980.19934,220000.0,220122.576557,168637.004818,168631.462736,229881.375,224482.708422,226639.924,278400.258065,288455.148352,262326.911765,237980.19934,220000.0,220122.576557,168637.004818,168631.462736,229881.375,220000
164,103499.801435,101310.8,117712.611675,124075.013514,115963.676923,96401.2841614,103200.0,103350.285377,158377.099179,155554.942328,95268.0078125,103499.801435,101310.8,117712.611675,124075.013514,115963.676923,96401.2841614,103200.0,103350.285377,158377.099179,155554.942328,95268.0078125,103499.801435,101310.8,117712.611675,124075.013514,115963.676923,96401.2841614,103200.0,103350.285377,158377.099179,155554.942328,95268.0078125,103499.801435,101310.8,117712.611675,124075.013514,115963.676923,96401.2841614,103200.0,103350.285377,158377.099179,155554.942328,95268.0078125,103499.801435,101310.8,117712.611675,124075.013514,115963.676923,96401.2841614,103200.0,103350.285377,158377.099179,155554.942328,95268.0078125,103499.801435,101310.8,117712.611675,124075.013514,115963.676923,96401.2841614,103200.0,103350.285377,158377.099179,155554.942328,95268.0078125,103499.801435,101310.8,117712.611675,124075.013514,115963.676923,96401.2841614,103200.0,103350.285377,158377.099179,155554.942328,95268.0078125,103499.801435,101310.8,117712.611675,124075.013514,115963.676923,96401.2841614,103200.0,103350.285377,158377.099179,155554.942328,95268.0078125,103499.801435,101310.8,117712.611675,124075.013514,115963.676923,96401.2841614,103200.0,103350.285377,158377.099179,155554.942328,95268.0078125,103499.801435,101310.8,117712.611675,124075.013514,115963.676923,96401.2841614,103200.0,103350.285377,158377.099179,155554.942328,95268.0078125,103200
165,142977.366336,144719.652,158746.919431,148226.163043,162173.11811,140089.896713,152000.0,151299.905129,159348.341501,159174.949707,148008.6875,142977.366336,144719.652,158746.919431,148226.163043,162173.11811,140089.896713,152000.0,151299.905129,159348.341501,159174.949707,148008.6875,142977.366336,144719.652,158746.919431,148226.163043,162173.11811,140089.896713,152000.0,151299.905129,159348.341501,159174.949707,148008.6875,142977.366336,144719.652,158746.919431,148226.163043,162173.11811,140089.896713,152000.0,151299.905129,159348.341501,159174.949707,148008.6875,142977.366336,144719.652,158746.919431,148226.163043,162173.11811,140089.896713,152000.0,151299.905129,159348.341501,159174.949707,148008.6875,142977.366336,144719.652,158746.919431,148226.163043,162173.11811,140089.896713,152000.0,151299.905129,159348.341501,159174.949707,148008.6875,142977.366336,144719.652,158746.919431,148226.163043,162173.11811,140089.896713,152000.0,151299.905129,159348.341501,159174.949707,148008.6875,142977.366336,144719.652,158746.919431,148226.163043,162173.11811,140089.896713,152000.0,151299.905129,159348.341501,159174.949707,148008.6875,142977.366336,144719.652,158746.919431,148226.163043,162173.11811,140089.896713,152000.0,151299.905129,159348.341501,159174.949707,148008.6875,142977.366336,144719.652,158746.919431,148226.163043,162173.11811,140089.896713,152000.0,151299.905129,159348.341501,159174.949707,148008.6875,152000
166,123371.959588,124495.168,122247.671679,126457.404362,122370.373874,119933.518964,127500.0,127348.452848,160278.308756,157734.35332,126641.101562,123371.959588,124495.168,122247.671679,126457.404362,122370.373874,119933.518964,127500.0,127348.452848,160278.308756,157734.35332,126641.101562,123371.959588,124495.168,122247.671679,126457.404362,122370.373874,119933.518964,127500.0,127348.452848,160278.308756,157734.35332,126641.101562,123371.959588,124495.168,122247.671679,126457.404362,122370.373874,119933.518964,127500.0,127348.452848,160278.308756,157734.35332,126641.101562,123371.959588,124495.168,122247.671679,126457.404362,122370.373874,119933.518964,127500.0,127348.452848,160278.308756,157734.35332,126641.101562,123371.959588,124495.168,122247.671679,126457.404362,122370.373874,119933.518964,127500.0,127348.452848,160278.308756,157734.35332,126641.101562,123371.959588,124495.168,122247.671679,126457.404362,122370.373874,119933.518964,127500.0,127348.452848,160278.308756,157734.35332,126641.101562,123371.959588,124495.168,122247.671679,126457.404362,122370.373874,119933.518964,127500.0,127348.452848,160278.308756,157734.35332,126641.101562,123371.959588,124495.168,122247.671679,126457.404362,122370.373874,119933.518964,127500.0,127348.452848,160278.308756,157734.35332,126641.101562,123371.959588,124495.168,122247.671679,126457.404362,122370.373874,119933.518964,127500.0,127348.452848,160278.308756,157734.35332,126641.101562,127500
167,185188.805573,189446.8,186088.474684,199277.777778,208657.904348,199314.017506,190000.0,190791.546338,162400.300308,163967.04923,187644.296875,185188.805573,189446.8,186088.474684,199277.777778,208657.904348,199314.017506,190000.0,190791.546338,162400.300308,163967.04923,187644.296875,185188.805573,189446.8,186088.474684,199277.777778,208657.904348,199314.017506,190000.0,190791.546338,162400.300308,163967.04923,187644.296875,185188.805573,189446.8,186088.474684,199277.777778,208657.904348,199314.017506,190000.0,190791.546338,162400.300308,163967.04923,187644.296875,185188.805573,189446.8,186088.474684,199277.777778,208657.904348,199314.017506,190000.0,190791.546338,162400.300308,163967.04923,187644.296875,185188.805573,189446.8,186088.474684,199277.777778,208657.904348,199314.017506,190000.0,190791.546338,162400.300308,163967.04923,187644.296875,185188.805573,189446.8,186088.474684,199277.777778,208657.904348,199314.017506,190000.0,190791.546338,162400.300308,163967.04923,187644.296875,185188.805573,189446.8,186088.474684,199277.777778,208657.904348,199314.017506,190000.0,190791.546338,162400.300308,163967.04923,187644.296875,185188.805573,189446.8,186088.474684,199277.777778,208657.904348,199314.017506,190000.0,190791.546338,162400.300308,163967.04923,187644.296875,185188.805573,189446.8,186088.474684,199277.777778,208657.904348,199314.017506,190000.0,190791.546338,162400.300308,163967.04923,187644.296875,190000
168,329422.964998,326840.076,336009.015152,335024.957831,339951.775956,333847.350824,325624.0,328725.674722,168305.736523,171814.930351,332972.34375,329422.964998,326840.076,336009.015152,335024.957831,339951.775956,333847.350824,325624.0,328725.674722,168305.736523,171814.930351,332972.34375,329422.964998,326840.076,336009.015152,335024.957831,339951.775956,333847.350824,325624.0,328725.674722,168305.736523,171814.930351,332972.34375,329422.964998,326840.076,336009.015152,335024.957831,339951.775956,333847.350824,325624.0,328725.674722,168305.736523,171814.930351,332972.34375,329422.964998,326840.076,336009.015152,335024.957831,339951.775956,333847.350824,325624.0,328725.674722,168305.736523,171814.930351,332972.34375,329422.964998,326840.076,336009.015152,335024.957831,339951.775956,333847.350824,325624.0,328725.674722,168305.736523,171814.930351,332972.34375,329422.964998,326840.076,336009.015152,335024.957831,339951.775956,333847.350824,325624.0,328725.674722,168305.736523,171814.930351,332972.34375,329422.964998,326840.076,336009.015152,335024.957831,339951.775956,333847.350824,325624.0,328725.674722,168305.736523,171814.930351,332972.34375,329422.964998,326840.076,336009.015152,335024.957831,339951.775956,333847.350824,325624.0,328725.674722,168305.736523,171814.930351,332972.34375,329422.964998,326840.076,336009.015152,335024.957831,339951.775956,333847.350824,325624.0,328725.674722,168305.736523,171814.930351,332972.34375,325624
169,191438.262939,188755.528,210179.293233,213584.613982,210346.883929,188817.03803,183502.777778,186777.03924,170656.21191,167609.343275,189181.9375,191438.262939,188755.528,210179.293233,213584.613982,210346.883929,188817.03803,183502.777778,186777.03924,170656.21191,167609.343275,189181.9375,191438.262939,188755.528,210179.293233,213584.613982,210346.883929,188817.03803,183502.777778,186777.03924,170656.21191,167609.343275,189181.9375,191438.262939,188755.528,210179.293233,213584.613982,210346.883929,188817.03803,183502.777778,186777.03924,170656.21191,167609.343275,189181.9375,191438.262939,188755.528,210179.293233,213584.613982,210346.883929,188817.03803,183502.777778,186777.03924,170656.21191,167609.343275,189181.9375,191438.262939,188755.528,210179.293233,213584.613982,210346.883929,188817.03803,183502.777778,186777.03924,170656.21191,167609.343275,189181.9375,191438.262939,188755.528,210179.293233,213584.613982,210346.883929,188817.03803,183502.777778,186777.03924,170656.21191,167609.343275,189181.9375,191438.262939,188755.528,210179.293233,213584.613982,210346.883929,188817.03803,183502.777778,186777.03924,170656.21191,167609.343275,189181.9375,191438.262939,188755.528,210179.293233,213584.613982,210346.883929,188817.03803,183502.777778,186777.03924,170656.21191,167609.343275,189181.9375,191438.262939,188755.528,210179.293233,213584.613982,210346.883929,188817.03803,183502.777778,186777.03924,170656.21191,167609.343275,189181.9375,183500
170,249849.323822,241342.116,255416.118333,249340.425926,254372.197053,236299.003737,228000.0,227877.62779,165319.593443,165838.698112,230087.4375,249849.323822,241342.116,255416.118333,249340.425926,254372.197053,236299.003737,228000.0,227877.62779,165319.593443,165838.698112,230087.4375,249849.323822,241342.116,255416.118333,249340.425926,254372.197053,236299.003737,228000.0,227877.62779,165319.593443,165838.698112,230087.4375,249849.323822,241342.116,255416.118333,249340.425926,254372.197053,236299.003737,228000.0,227877.62779,165319.593443,165838.698112,230087.4375,249849.323822,241342.116,255416.118333,249340.425926,254372.197053,236299.003737,228000.0,227877.62779,165319.593443,165838.698112,230087.4375,249849.323822,241342.116,255416.118333,249340.425926,254372.197053,236299.003737,228000.0,227877.62779,165319.593443,165838.698112,230087.4375,249849.323822,241342.116,255416.118333,249340.425926,254372.197053,236299.003737,228000.0,227877.62779,165319.593443,165838.698112,230087.4375,249849.323822,241342.116,255416.118333,249340.425926,254372.197053,236299.003737,228000.0,227877.62779,165319.593443,165838.698112,230087.4375,249849.323822,241342.116,255416.118333,249340.425926,254372.197053,236299.003737,228000.0,227877.62779,165319.593443,165838.698112,230087.4375,249849.323822,241342.116,255416.118333,249340.425926,254372.197053,236299.003737,228000.0,227877.62779,165319.593443,165838.698112,230087.4375,228000
171,125859.969736,125407.6,122502.25462,125949.712963,121616.35625,120016.238782,128500.0,127784.090572,159575.795984,158470.62555,126176.414062,125859.969736,125407.6,122502.25462,125949.712963,121616.35625,120016.238782,128500.0,127784.090572,159575.795984,158470.62555,126176.414062,125859.969736,125407.6,122502.25462,125949.712963,121616.35625,120016.238782,128500.0,127784.090572,159575.795984,158470.62555,126176.414062,125859.969736,125407.6,122502.25462,125949.712963,121616.35625,120016.238782,128500.0,127784.090572,159575.795984,158470.62555,126176.414062,125859.969736,125407.6,122502.25462,125949.712963,121616.35625,120016.238782,128500.0,127784.090572,159575.795984,158470.62555,126176.414062,125859.969736,125407.6,122502.25462,125949.712963,121616.35625,120016.238782,128500.0,127784.090572,159575.795984,158470.62555,126176.414062,125859.969736,125407.6,122502.25462,125949.712963,121616.35625,120016.238782,128500.0,127784.090572,159575.795984,158470.62555,126176.414062,125859.969736,125407.6,122502.25462,125949.712963,121616.35625,120016.238782,128500.0,127784.090572,159575.795984,158470.62555,126176.414062,125859.969736,125407.6,122502.25462,125949.712963,121616.35625,120016.238782,128500.0,127784.090572,159575.795984,158470.62555,126176.414062,125859.969736,125407.6,122502.25462,125949.712963,121616.35625,120016.238782,128500.0,127784.090572,159575.795984,158470.62555,126176.414062,128500
172,200352.918162,203703.348,181337.723164,172263.277433,176838.430267,195481.739439,215000.0,212760.584074,162498.459426,163584.860649,217911.65625,200352.918162,203703.348,181337.723164,172263.277433,176838.430267,195481.739439,215000.0,212760.584074,162498.459426,163584.860649,217911.65625,200352.918162,203703.348,181337.723164,172263.277433,176838.430267,195481.739439,215000.0,212760.584074,162498.459426,163584.860649,217911.65625,200352.918162,203703.348,181337.723164,172263.277433,176838.430267,195481.739439,215000.0,212760.584074,162498.459426,163584.860649,217911.65625,200352.918162,203703.348,181337.723164,172263.277433,176838.430267,195481.739439,215000.0,212760.584074,162498.459426,163584.860649,217911.65625,200352.918162,203703.348,181337.723164,172263.277433,176838.430267,195481.739439,215000.0,212760.584074,162498.459426,163584.860649,217911.65625,200352.918162,203703.348,181337.723164,172263.277433,176838.430267,195481.739439,215000.0,212760.584074,162498.459426,163584.860649,217911.65625,200352.918162,203703.348,181337.723164,172263.277433,176838.430267,195481.739439,215000.0,212760.584074,162498.459426,163584.860649,217911.65625,200352.918162,203703.348,181337.723164,172263.277433,176838.430267,195481.739439,215000.0,212760.584074,162498.459426,163584.860649,217911.65625,200352.918162,203703.348,181337.723164,172263.277433,176838.430267,195481.739439,215000.0,212760.584074,162498.459426,163584.860649,217911.65625,215000
173,212283.451052,219995.716,219222.861538,226979.591837,222233.064516,204926.232989,239000.0,233903.570625,164591.595269,166650.806428,229394.484375,212283.451052,219995.716,219222.861538,226979.591837,222233.064516,204926.232989,239000.0,233903.570625,164591.595269,166650.806428,229394.484375,212283.451052,219995.716,219222.861538,226979.591837,222233.064516,204926.232989,239000.0,233903.570625,164591.595269,166650.806428,229394.484375,212283.451052,219995.716,219222.861538,226979.591837,222233.064516,204926.232989,239000.0,233903.570625,164591.595269,166650.806428,229394.484375,212283.451052,219995.716,219222.861538,226979.591837,222233.064516,204926.232989,239000.0,233903.570625,164591.595269,166650.806428,229394.484375,212283.451052,219995.716,219222.861538,226979.591837,222233.064516,204926.232989,239000.0,233903.570625,164591.595269,166650.806428,229394.484375,212283.451052,219995.716,219222.861538,226979.591837,222233.064516,204926.232989,239000.0,233903.570625,164591.595269,166650.806428,229394.484375,212283.451052,219995.716,219222.861538,226979.591837,222233.064516,204926.232989,239000.0,233903.570625,164591.595269,166650.806428,229394.484375,212283.451052,219995.716,219222.861538,226979.591837,222233.064516,204926.232989,239000.0,233903.570625,164591.595269,166650.806428,229394.484375,212283.451052,219995.716,219222.861538,226979.591837,222233.064516,204926.232989,239000.0,233903.570625,164591.595269,166650.806428,229394.484375,239000
174,157367.630372,160232.8,143629.033003,132958.399254,146361.680473,152489.857727,162984.188034,161655.695021,161406.524078,162139.715808,156592.21875,157367.630372,160232.8,143629.033003,132958.399254,146361.680473,152489.857727,162984.188034,161655.695021,161406.524078,162139.715808,156592.21875,157367.630372,160232.8,143629.033003,132958.399254,146361.680473,152489.857727,162984.188034,161655.695021,161406.524078,162139.715808,156592.21875,157367.630372,160232.8,143629.033003,132958.399254,146361.680473,152489.857727,162984.188034,161655.695021,161406.524078,162139.715808,156592.21875,157367.630372,160232.8,143629.033003,132958.399254,146361.680473,152489.857727,162984.188034,161655.695021,161406.524078,162139.715808,156592.21875,157367.630372,160232.8,143629.033003,132958.399254,146361.680473,152489.857727,162984.188034,161655.695021,161406.524078,162139.715808,156592.21875,157367.630372,160232.8,143629.033003,132958.399254,146361.680473,152489.857727,162984.188034,161655.695021,161406.524078,162139.715808,156592.21875,157367.630372,160232.8,143629.033003,132958.399254,146361.680473,152489.857727,162984.188034,161655.695021,161406.524078,162139.715808,156592.21875,157367.630372,160232.8,143629.033003,132958.399254,146361.680473,152489.857727,162984.188034,161655.695021,161406.524078,162139.715808,156592.21875,157367.630372,160232.8,143629.033003,132958.399254,146361.680473,152489.857727,162984.188034,161655.695021,161406.524078,162139.715808,156592.21875,163000
175,186664.495738,189271.564,225336.638889,223560.507246,225055.618474,213997.539181,184000.0,185504.784736,163162.62782,163962.023022,187096.703125,186664.495738,189271.564,225336.638889,223560.507246,225055.618474,213997.539181,184000.0,185504.784736,163162.62782,163962.023022,187096.703125,186664.495738,189271.564,225336.638889,223560.507246,225055.618474,213997.539181,184000.0,185504.784736,163162.62782,163962.023022,187096.703125,186664.495738,189271.564,225336.638889,223560.507246,225055.618474,213997.539181,184000.0,185504.784736,163162.62782,163962.023022,187096.703125,186664.495738,189271.564,225336.638889,223560.507246,225055.618474,213997.539181,184000.0,185504.784736,163162.62782,163962.023022,187096.703125,186664.495738,189271.564,225336.638889,223560.507246,225055.618474,213997.539181,184000.0,185504.784736,163162.62782,163962.023022,187096.703125,186664.495738,189271.564,225336.638889,223560.507246,225055.618474,213997.539181,184000.0,185504.784736,163162.62782,163962.023022,187096.703125,186664.495738,189271.564,225336.638889,223560.507246,225055.618474,213997.539181,184000.0,185504.784736,163162.62782,163962.023022,187096.703125,186664.495738,189271.564,225336.638889,223560.507246,225055.618474,213997.539181,184000.0,185504.784736,163162.62782,163962.023022,187096.703125,186664.495738,189271.564,225336.638889,223560.507246,225055.618474,213997.539181,184000.0,185504.784736,163162.62782,163962.023022,187096.703125,184000
176,230276.641817,234166.196,206761.699029,174530.113636,191696.851485,214656.183455,243000.0,243681.737222,162621.171156,163357.806739,237344.109375,230276.641817,234166.196,206761.699029,174530.113636,191696.851485,214656.183455,243000.0,243681.737222,162621.171156,163357.806739,237344.109375,230276.641817,234166.196,206761.699029,174530.113636,191696.851485,214656.183455,243000.0,243681.737222,162621.171156,163357.806739,237344.109375,230276.641817,234166.196,206761.699029,174530.113636,191696.851485,214656.183455,243000.0,243681.737222,162621.171156,163357.806739,237344.109375,230276.641817,234166.196,206761.699029,174530.113636,191696.851485,214656.183455,243000.0,243681.737222,162621.171156,163357.806739,237344.109375,230276.641817,234166.196,206761.699029,174530.113636,191696.851485,214656.183455,243000.0,243681.737222,162621.171156,163357.806739,237344.109375,230276.641817,234166.196,206761.699029,174530.113636,191696.851485,214656.183455,243000.0,243681.737222,162621.171156,163357.806739,237344.109375,230276.641817,234166.196,206761.699029,174530.113636,191696.851485,214656.183455,243000.0,243681.737222,162621.171156,163357.806739,237344.109375,230276.641817,234166.196,206761.699029,174530.113636,191696.851485,214656.183455,243000.0,243681.737222,162621.171156,163357.806739,237344.109375,230276.641817,234166.196,206761.699029,174530.113636,191696.851485,214656.183455,243000.0,243681.737222,162621.171156,163357.806739,237344.109375,243000
177,211472.463727,214197.192,211357.908397,223498.5625,225679.445946,214304.966556,211000.0,213213.518315,165169.102688,166206.755368,214194.5,211472.463727,214197.192,211357.908397,223498.5625,225679.445946,214304.966556,211000.0,213213.518315,165169.102688,166206.755368,214194.5,211472.463727,214197.192,211357.908397,223498.5625,225679.445946,214304.966556,211000.0,213213.518315,165169.102688,166206.755368,214194.5,211472.463727,214197.192,211357.908397,223498.5625,225679.445946,214304.966556,211000.0,213213.518315,165169.102688,166206.755368,214194.5,211472.463727,214197.192,211357.908397,223498.5625,225679.445946,214304.966556,211000.0,213213.518315,165169.102688,166206.755368,214194.5,211472.463727,214197.192,211357.908397,223498.5625,225679.445946,214304.966556,211000.0,213213.518315,165169.102688,166206.755368,214194.5,211472.463727,214197.192,211357.908397,223498.5625,225679.445946,214304.966556,211000.0,213213.518315,165169.102688,166206.755368,214194.5,211472.463727,214197.192,211357.908397,223498.5625,225679.445946,214304.966556,211000.0,213213.518315,165169.102688,166206.755368,214194.5,211472.463727,214197.192,211357.908397,223498.5625,225679.445946,214304.966556,211000.0,213213.518315,165169.102688,166206.755368,214194.5,211472.463727,214197.192,211357.908397,223498.5625,225679.445946,214304.966556,211000.0,213213.518315,165169.102688,166206.755368,214194.5,211000
